id,status,sort,name,slug,category,subcategory,gender_category,gender,age_group,price,original_price,image_url,description,sizes,colors,color,pattern,style,sku,featured,new_arrival,on_sale,seo_title,seo_description,canonical_url,product_gallery,image,model_image_1,model_image_2,model_image_3,model_image_1_url,model_image_2_url,model_image_3_url,main_image
140,published,,Black Wide-Leg Pleated Trousers with Minimal Clean Design and No Graphic or Text Details,black-wide-leg-pleated-trousers-minimal-clean-design,women,trousers,Women,Female,Adults,,,/products/extracted/female_off-white_dress__DSC3989_Large_1.png,"These black wide-leg pleated trousers feature a minimal, clean design with no graphics or written details, offering a versatile and refined wardrobe essential. The soft, structured fabric and front pleating add shape and sophistication, while the wide-leg silhouette provides comfort and ease of movement. Ideal for workwear, smart casual outings, or everyday styling, these trousers blend elegance and practicality, making them a reliable staple for effortless dressing.",,,Black,,casual,ZC-F0170,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_smart_casual_front_standing__DSC3989_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_smart_casual_three_quarter__DSC3989_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_smart_casual_casual_lifestyle__DSC3989_Large",
142,published,,V-Neck Tiger Print Peplum Blouse with Elasticized Cuffs,v-neck-tiger-print-peplum-blouse-with-elasticized-cuffs,women,tops,Women,Female,Adults,,,/products/extracted/male_beige_t_shirt_under_graphic__DSC5549_2.png,"This stunning V-Neck Tiger Print Peplum Blouse is a fierce and fashionable addition to any wardrobe. The top features a bold, realistic tiger stripe print in rich shades of black and deep orange/brown, instantly grabbing attention. It is designed with a flattering V-neckline and a peplum-style hem that creates a subtly gathered, flowing shape around the waist. The sleeves are voluminous, ending in elasticized cuffs just below the elbow, giving them a slight puff or balloon effect. The fabric appears to be light and flowy, suggesting comfort and ease of movement, making it perfect for pairing with high-waisted shorts, skirts, or trousers for a chic, statement-making look.",,,Brown,graphic,casual,ZC-F0181,false,,,,,,,,,,,/products/extracted/model2_male_orange_t_shirt_under_graphic__DSC3820_Large_7.png,/products/extracted/model3_male_black_t_shirt__DSC3713_Large_6.png,/products/extracted/model3_male_orange_t_shirt_graphic__DSC3868_Large_6.png,
143,published,,Women's Cream Graphic Print T-Shirt,womens-cream-graphic-print-t-shirt,Tops,T-Shirt,Women,Female,Adults,,,/products/extracted/male_black_pants__DSC5909_3.png,"Upgrade your casual wardrobe with this stylish cream t-shirt. Crafted from premium quality fabric, this graphic print tee offers exceptional comfort and a modern fit. The versatile design makes it perfect for everyday wear, whether you're running errands, meeting friends, or relaxing at home. The durable construction ensures this piece will maintain its shape and color through countless washes. Pair with jeans for a classic look or dress it up with chinos.",,,Cream,graphic,streetwear,ZC-F0039,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/male_casual_front_standing__DSC5909","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/male_casual_three_quarter__DSC5909","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/male_casual_casual_lifestyle__DSC5909",
144,published,,Women's Burgundy Casual Top,womens-burgundy-casual-top,Tops,Casual Top,Women,Female,Adults,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/extracted/model2_female_burgundy_top_SONY_ILCE-7RM5_9600x6376_000156_3","Discover this stylish burgundy top. Crafted with attention to quality and contemporary fashion, this piece offers the perfect blend of style and comfort. The versatile design makes it suitable for various occasions, from casual outings to more polished settings. Quality materials ensure lasting wear while the thoughtful construction provides a comfortable fit. A great addition to any wardrobe. Shop now to add this top to your collection.",,,Burgundy,,casual,ZC-F0182,false,,,,,,,,,,,/products/extracted/model2_female_blue_tank_top__DSC3868_Large_4.png,/products/extracted/model2_female_brown_cropped_top_graphic_SONY_ILCE-7RM5_6304x4180_000006_3.png,/products/extracted/model2_female_dark_brown_sleeveless_top__DSC4827_Large_3.png,
145,published,,Boy's Grey Slim Jeans,boys-grey-slim-jeans,Kids,Slim Jeans,Kids,Boy,Kids,,,/products/extracted/male_dark_grey_cargo_jeans__DSC5454_2.png,"Find your perfect fit with these grey jeans. Crafted from premium denim, these jeans offer the ideal combination of style, comfort, and durability. The classic cut flatters every body type while providing freedom of movement. Versatile enough to dress up or down, these jeans transition seamlessly from casual days to evening outings. A wardrobe essential that pairs perfectly with any top. Shop now to add this jeans to your collection.",,,Grey,,casual,ZC-KB0125,false,,,,,,,,,,,/products/extracted/model3_male_dark_grey_jeans__DSC3868_Large_7.png,/products/extracted/model2_male_black_pants__DSC3952_Large_5.png,/products/extracted/model2_male_black_pants__DSC4537_Large_3.png,
146,published,,Black Tiered Midi Dress with White Scallop Trim and Spaghetti Straps,black-tiered-midi-dress-with-white-scallop-trim-and-spaghetti-straps,women,dresses,Kids,Girl,Kids,,,/products/extracted/female_dark_blue_cargo_pants__DSC4744_Large_2.png,"This black tiered midi dress features a feminine silhouette enhanced by delicate white scallop trim along the neckline, waist, and hem. Its lightweight fabric and flowy tiered construction offer effortless movement and comfort. Designed with slim spaghetti straps, it delivers a refined yet playful warm-weather look. Perfect for daytime outings, vacations, or casual gatherings, this dress combines simplicity with charm, making it an easy-to-style wardrobe staple for relaxed elegance.",,,Black,,casual,ZC-KG0168,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_chic_front_standing__DSC4744_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_chic_three_quarter__DSC4744_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_chic_casual_lifestyle__DSC4744_Large",
147,published,,Black Pleated Wide-Leg Trousers with Minimal Clean Design and No Graphic or Text Details,black-pleated-wide-leg-trousers-minimal-clean-design,women,trousers,Women,Female,Adults,,,,"These black pleated wide-leg trousers offer a clean, polished aesthetic with no graphical prints or text elements. The soft, structured fabric and front pleats create a refined silhouette suitable for workwear, casual styling, or elevated day-to-day outfits. Designed with a smooth waistband and relaxed leg shape, the trousers provide comfort and versatility, making them a reliable essential for building effortlessly sophisticated looks.",,,Black,,casual,ZC-F0169,false,,,,,,,29b9d02d-097b-46b3-812e-645346ce8403,,,,,,,29b9d02d-097b-46b3-812e-645346ce8403
148,published,,Women's Dark Blue Graphic Print Pants,womens-dark-blue-graphic-print-pants,Bottoms,Pants,Women,Female,Adults,,,/products/extracted/female_dark_blue_cargo_pants__DSC4744_Large_2.png,"Elevate your everyday style with these versatile dark blue pants featuring graphic print design. The comfortable fit and quality fabric make these pants perfect for all-day wear. Whether you're at the office, running errands, or enjoying leisure time, these pants deliver both style and functionality. The tailored cut offers a polished look while maintaining comfort. Pair with shirts, t-shirts, or sweaters for endless outfit possibilities. Shop now to add this pants to your collection.",,,Dark Blue,graphic,casual,ZC-F0183,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_chic_front_standing__DSC4744_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_chic_three_quarter__DSC4744_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_chic_casual_lifestyle__DSC4744_Large",
149,published,,Women's Dark Blue Graphic Print Kurta,womens-dark-blue-graphic-print-kurta,women,ethnic-fusion,Women,Female,Adults,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/extracted/male_sage_green_t_shirt_graphic_SONY_ILCE-7RM5_9600x6376_000267_2","Elegant dark blue graphic print kurta, perfect for casual ethnic wear. Features a comfortable fit and stylish design.",,,Dark Blue,graphic,casual,ZC-F0184,false,,,,,,,,,,,/products/extracted/model4_male_light_green_t_shirt_under_graphic__DSC4293_Large_10.png,/products/extracted/model2_male_orange_t_shirt_under_graphic__DSC3820_Large_7.png,/products/extracted/model3_male_black_t_shirt__DSC3713_Large_6.png,
150,published,,Black Joggers with White Side Piping Detail and Minimal Clean No-Text Design,black-joggers-white-side-piping-minimal-design,women,activewear,Women,Female,Adults,,,/products/extracted/male_dark_blue_cargo_pants__DSC4827_Large_2.png,"These black joggers feature a sleek wide-leg silhouette enhanced with white side piping for a clean, sporty aesthetic. Designed without any text or graphical prints, they deliver a minimal and versatile look suitable for daily wear. The structured waistband with belt loops provides a secure fit, while the soft fabric ensures comfort through long hours. The contrast piping adds definition, making these joggers easy to pair with hoodies, tees, or crop tops for effortless athleisure styling.",,,Black,,casual,ZC-F0172,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_front_standing__DSC4827_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_three_quarter__DSC4827_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_casual_lifestyle__DSC4827_Large",
151,published,,Women's Black Shorts,womens-black-shorts,Bottoms,Shorts,Women,Female,Adults,,,/products/extracted/model2_female_black_shorts_SONY_ILCE-7RM5_6304x4180_000006_4.png,"Discover this stylish black shorts. Crafted with attention to quality and contemporary fashion, this piece offers the perfect blend of style and comfort. The versatile design makes it suitable for various occasions, from casual outings to more polished settings. Quality materials ensure lasting wear while the thoughtful construction provides a comfortable fit. A great addition to any wardrobe. Shop now to add this shorts to your collection.",,,Black,,casual,ZC-F0173,false,,,,,,,,,,,/products/extracted/model2_female_brown_cropped_top_graphic_SONY_ILCE-7RM5_6304x4180_000006_3.png,,,
152,published,,Women's High-Waist Wide-Leg Blue Denim Cargo Jeans with Vertical Seam Detail,womens-high-waist-wide-leg-blue-denim-cargo-jeans-seam-detail,Bottoms,Slim Jeans,Women,Female,Adults,,,,"Embrace the utility trend with these fashionable women's high-waisted, wide-leg blue denim cargo jeans. This style stands out with distinct vertical seams running down the front of the legs, creating an elongating and structured look. Functionality is key with large, box-pleated cargo pockets situated on the sides of each thigh. The durable denim has a medium-blue wash with subtle fading and whiskering for a worn-in vintage feel. Pair these versatile jeans with fitted tops or graphic tees for a contemporary streetwear aesthetic.",,,Blue,,casual,ZC-F0175,false,,,,,,,8af474c8-66e1-404f-a97a-18975ab600f0,,,,,,,8af474c8-66e1-404f-a97a-18975ab600f0
153,published,,Classic Blue Denim High-Waist Wide-Leg Women's Jeans,classic-blue-denim-high-waist-wide-leg-womens-jeans-medium-wash,women,jeans,Women,Female,Adults,,,/products/extracted/male_black_pants__DSC5909_3.png,"Introduce a versatile staple to your wardrobe with these classic high-waisted women's wide-leg jeans. Featuring a timeless medium blue wash, these jeans offer a relaxed and comfortable fit through the hip and leg. The high-rise waist provides a flattering silhouette, while the wide-leg cut adds a modern, on-trend touch. Made from durable, quality denim, they are perfect for achieving a casual yet chic look. Details include a zip fly with button closure, and a traditional five-pocket design. Ideal for pairing with cropped tops, blouses, or fitted knits for effortless style.",,,Blue,,casual,ZC-F0178,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/male_casual_front_standing__DSC5909","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/male_casual_three_quarter__DSC5909","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/male_casual_casual_lifestyle__DSC5909",
154,published,,Women's Brown Casual Top,womens-brown-casual-top,Tops,Casual Top,Women,Female,Adults,,,/products/extracted/male_dark_blue_cargo_pants__DSC4827_Large_2.png,"Discover this stylish brown top. Crafted with attention to quality and contemporary fashion, this piece offers the perfect blend of style and comfort. The versatile design makes it suitable for various occasions, from casual outings to more polished settings. Quality materials ensure lasting wear while the thoughtful construction provides a comfortable fit. A great addition to any wardrobe. Shop now to add this top to your collection.",,,Brown,,casual,ZC-F0185,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_front_standing__DSC4827_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_three_quarter__DSC4827_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_casual_lifestyle__DSC4827_Large",
158,published,,Peach Long-Sleeve Swiss Dot Tiered Mini Dress,peach-long-sleeve-swiss-dot-tiered-mini-dress,women,dresses,Women,Female,Adults,,,/products/extracted/model3_male_beige_shorts__DSC4148_1_8.png,"This charming mini dress is a delicate peach color, a soft blend of pink and orange hues. It is characterized by its sheer or semi-sheer fabric featuring a Swiss dot or textured dobby pattern throughout. The dress is designed with a classic collared neckline and a full button-front closure on the bodice. It has long, voluminous sleeves gathered at the cuff and a skirt composed of multiple ruffled tiers for a flouncy, feminine silhouette. The soft peach hue makes this dress perfect for spring, romantic outings, or daytime events.",,,Pink,graphic,casual,ZC-F0196,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_female_casual_chic_front_standing__DSC4148_1","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_female_casual_chic_three_quarter__DSC4148_1","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1",
159,published,,Maroon ruffle-sleeve chiffon blouse with layered frill detailing and front button-down design,maroon-ruffle-sleeve-chiffon-blouse-layered-frill-button-down,women,tops,Women,Female,Adults,,,https://res.cloudinary.com/ds8llatku/image/upload/v1764655656/zecode/products/extracted/model2_female_maroon_blouse__DSC3989_Large_2.jpg,"This maroon chiffon blouse features a sophisticated layered ruffle design along the sleeves and sides, adding volume and statement elegance. The lightweight fabric drapes gracefully, complemented by a flattering V-neckline and front button-down closure. Its flowy silhouette offers both comfort and style, making it perfect for pairing with trousers, skirts, or denim for chic casual or semi-formal looks.",,,Maroon,,casual,ZC-F0197,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_smart_casual_front_standing__DSC3989_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_smart_casual_three_quarter__DSC3989_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_smart_casual_casual_lifestyle__DSC3989_Large",
160,published,,Women's Pink Backpack,womens-pink-backpack,Accessories,Backpack,Women,Female,Adults,,,/products/extracted/model3_male_dark_green_button_up_shirt_graphic__DSC3800_Large_9.png,"Discover this stylish pink backpack. Crafted with attention to quality and contemporary fashion, this piece offers the perfect blend of style and comfort. The versatile design makes it suitable for various occasions, from casual outings to more polished settings. Quality materials ensure lasting wear while the thoughtful construction provides a comfortable fit. A great addition to any wardrobe. Shop now to add this backpack to your collection.",,,Pink,,casual,ZC-F0199,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_front_standing__DSC3800_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_three_quarter__DSC3800_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large",
161,published,,Girl's Pink Casual Top,girls-pink-casual-top,Kids,Casual Top,Kids,Girl,Kids,,,/products/extracted/model3_female_blue_denim_vest_outer__DSC4293_Large_8.png,"Discover this stylish pink top. Crafted with attention to quality and contemporary fashion, this piece offers the perfect blend of style and comfort. The versatile design makes it suitable for various occasions, from casual outings to more polished settings. Quality materials ensure lasting wear while the thoughtful construction provides a comfortable fit. A great addition to any wardrobe. Shop now to add this top to your collection.",,,Pink,,casual,ZC-KG0200,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_male_casual_front_standing__DSC4293_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_male_casual_three_quarter__DSC4293_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large",
162,published,,Light Blue Straight-Leg High-Rise Denim Jeans with Classic Five-Pocket Styling,light-blue-straight-leg-high-rise-denim-jeans-with-classic-five-pocket-styling,Bottoms,Slim Jeans,Women,Female,Adults,,,,"Find your perfect fit with these light blue jeans. Crafted from premium denim, these jeans offer the ideal combination of style, comfort, and durability. The classic cut flatters every body type while providing freedom of movement. Versatile enough to dress up or down, these jeans transition seamlessly from casual days to evening outings. A wardrobe essential that pairs perfectly with any top. Shop now to add this jeans to your collection.",,,Light Blue,,casual,ZC-F0189,false,,,,,,,7ae3c3e2-316f-4d72-9430-ab2b0428d2dc,,,,,,,7ae3c3e2-316f-4d72-9430-ab2b0428d2dc
163,published,,Women's High-Waist Wide-Leg Relaxed Fit Light Blue Denim Jeans 100% Cotton,womens-high-waist-wide-leg-relaxed-fit-light-blue-denim-jeans,women,jeans,Women,Female,Adults,,,/products/extracted/female_light_blue_jacket_outer__DSC4404_Large_1.png,"Perfect for achieving a contemporary, laid-back aesthetic, these women's wide-leg jeans feature a universally flattering high-waisted silhouette. Crafted from light blue denim with a subtly faded wash, these jeans are designed for a relaxed, comfortable fit throughout the leg. They feature classic five-pocket styling and a secure button-fly closure. The clean, unembellished design makes them highly versatile for dressing up or down. Made from durable 100% cotton, these jeans offer breathable comfort and a structure that holds its shape.",,,Light Blue,,casual,ZC-F0190,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_front_standing__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_three_quarter__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_casual_lifestyle__DSC4404_Large",
164,published,,Light Blue Straight-Fit Mid-Rise Denim Jeans with Classic Five-Pocket Detailing,light-blue-straight-fit-mid-rise-denim-jeans-with-classic-five-pocket-detailing,Bottoms,Slim Jeans,Women,Female,Adults,,,/products/extracted/model3_female_blue_denim_vest_outer__DSC4293_Large_8.png,"These light blue straight-fit mid-rise denim jeans offer a clean, versatile silhouette ideal for everyday styling. Crafted from soft, washed denim, they provide a comfortable feel with a subtly faded effect that enhances their casual appeal. The classic five-pocket detailing ensures practicality while maintaining a timeless look. The structured waistband and straight leg design deliver a balanced fit, making these jeans suitable for pairing with tees, shirts, or elevated casual layers for year-round wear.",,,Light Blue,,casual,ZC-F0191,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_male_casual_front_standing__DSC4293_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_male_casual_three_quarter__DSC4293_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large",
165,published,,Women's High-Waist Wide-Leg Light Blue Denim Cargo Jeans with Patch Pockets,womens-high-waist-wide-leg-light-blue-denim-cargo-jeans-patch-pockets,Bottoms,Slim Jeans,Women,Female,Adults,,,/products/extracted/female_light_blue_jacket_outer__DSC4404_Large_1.png,"Capture the streetwear aesthetic with these women's high-waist, wide-leg cargo jeans in a fresh light blue denim wash. These contemporary jeans offer a comfortable, relaxed fit from hip to hem. They feature classic five-pocket styling at the waist, enhanced by large, functional patch cargo pockets centered on the sides of the thighs, adding utility and style. The light wash has a subtle fade for a modern, casual look. Pair these versatile jeans with fitted tops and chunky sneakers for an on-trend outfit.",,,Light Blue,,casual,ZC-F0192,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_front_standing__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_three_quarter__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_casual_lifestyle__DSC4404_Large",
166,published,,Light Blue A-Line Denim Skirt with Front Slit Detail and Washed Vintage Finish,light-blue-a-line-denim-skirt-with-front-slit-detail-and-washed-vintage-finish,Bottoms,Skirt,Women,Female,Adults,,,/products/extracted/female_black_pants__DSC4447_Large_2.png,"This light blue A-line denim skirt features a soft washed finish that gives it a relaxed, vintage-inspired look. The front slit detail adds modern movement and enhances comfort while maintaining a flattering silhouette. Crafted from durable mid-weight denim, the skirt offers structure without compromising ease of wear. Its clean design and subtle fading make it versatile for casual styling with tops, shirts, or layered outfits, ensuring an effortless blend of comfort, utility, and everyday appeal.",,,Light Blue,,casual,ZC-F0193,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_streetwear_front_standing__DSC4447_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_streetwear_three_quarter__DSC4447_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_streetwear_casual_lifestyle__DSC4447_Large",
167,published,,Women's Brown Flats,womens-brown-flats,Footwear,Flats,Women,Female,Adults,,,/products/extracted/model3_male_beige_shorts__DSC4148_1_8.png,"Discover this stylish brown flats. Crafted with attention to quality and contemporary fashion, this piece offers the perfect blend of style and comfort. The versatile design makes it suitable for various occasions, from casual outings to more polished settings. Quality materials ensure lasting wear while the thoughtful construction provides a comfortable fit. A great addition to any wardrobe. Shop now to add this flats to your collection.",,,Brown,,casual,ZC-F0195,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_female_casual_chic_front_standing__DSC4148_1","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_female_casual_chic_three_quarter__DSC4148_1","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1",
168,published,,Pink Cropped T-Shirt with Front Ring Detail and Gathered Twist Design,pink-cropped-t-shirt-with-front-ring-detail-and-gathered-twist-design,Tops,Classic T-Shirt,Women,Female,Adults,,,/products/extracted/model3_male_dark_green_button_up_shirt_graphic__DSC3800_Large_9.png,"This pink cropped T-shirt features a standout front ring detail that gathers the fabric into a stylish twist, creating a flattering and modern silhouette. Crafted from soft, breathable cotton, it offers comfortable wear with a smooth stretch and a clean crew neckline. The short sleeves and cropped length make it perfect for pairing with high-waisted jeans, skirts, or shorts. Minimalist yet fashion-forward, this T-shirt blends everyday comfort with a chic, eye-catching design.",,,Pink,,casual,ZC-F0202,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_front_standing__DSC3800_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_three_quarter__DSC3800_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large",
169,published,,Men's Off-white Graphic Print T-Shirt,mens-off-white-graphic-print-t-shirt,Tops,T-Shirt,Men,Male,Adults,,,,"Upgrade your casual wardrobe with this stylish off-white t-shirt. Crafted from premium quality fabric, this graphic print tee offers exceptional comfort and a modern fit. The versatile design makes it perfect for everyday wear, whether you're running errands, meeting friends, or relaxing at home. The durable construction ensures this piece will maintain its shape and color through countless washes. Pair with jeans for a classic look or dress it up with chinos.",,,Off-white,graphic,casual,ZC-M0223,false,,,,,,,15de35c8-06df-4445-8c8d-62cae6f46738,,,,,,,15de35c8-06df-4445-8c8d-62cae6f46738
170,published,,Women's Classic Pink T-Shirt,pink-basic-crew-neck-t-shirt-in-solid-color-with-minimalist-no-print-design,women,t-shirts,Women,Female,Adults,,,/products/extracted/model3_male_black_pants__DSC3713_Large_7.png,"This pink basic crew-neck T-shirt features a clean, minimalist solid-color design with no graphical prints or text, offering a versatile wardrobe essential. Crafted from soft, breathable fabric, it ensures all-day comfort and a smooth fit. The classic neckline and short sleeves make it ideal for layering or wearing on its own. Perfect for casual styling, everyday wear, or pairing with denim and skirts, this T-shirt delivers effortless simplicity and timeless ease in a fresh pastel shade.",,,Pink,,casual,ZC-F0201,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_front_standing__DSC3713_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_three_quarter__DSC3713_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model3_male_casual_casual_lifestyle__DSC3713_Large",
172,published,,Women's Classic White T-Shirt,womens-classic-white-t-shirt,Tops,Classic T-Shirt,Women,Female,Adults,,,/products/extracted/female_light_blue_jacket_outer__DSC4404_Large_1.png,"Upgrade your casual wardrobe with this stylish white t-shirt. Crafted from premium quality fabric, this tee offers exceptional comfort and a modern fit. The versatile design makes it perfect for everyday wear, whether you're running errands, meeting friends, or relaxing at home. The durable construction ensures this piece will maintain its shape and color through countless washes. Pair with jeans for a classic look or dress it up with chinos. Shop now to add this t-shirt to your collection.",,,White,,casual,ZC-F0206,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_front_standing__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_three_quarter__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_casual_lifestyle__DSC4404_Large",
173,published,,Men's Beige Hoodie,mens-beige-hoodie,Tops,Hoodie,Men,Male,Adults,,,/products/extracted/model3_female_beige_hoodie_graphic__DSC3606_6.png,"Embrace comfort and style with this cozy beige hoodie. Crafted from soft, premium fabric, this hoodie offers the perfect blend of warmth and casual fashion. The relaxed fit makes it ideal for lounging, casual outings, or layering on cooler days. Quality construction ensures lasting comfort through countless wears. A versatile staple that pairs effortlessly with jeans, joggers, or shorts. Shop now to add this hoodie to your collection.",,,Beige,,casual,ZC-M0208,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_front_standing__DSC3606","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_three_quarter__DSC3606","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_casual_lifestyle__DSC3606",
